Slide_No,State,District,Latitude,Longitude,MaterialInvolved,Movement Type,History,Year,occurrence
MIZ/AZL/2024/775,Mizoram,Aizawl,23.281075,93.144075,Debris,Slide,2 July 2024,2024.0,1
MIZ/AZL/2024/776,Mizoram,Aizawl,23.32829167,93.12184167,Debris,Slide,28 September 2024,2024.0,1
MIZ/AZL/2024/777,Mizoram,Aizawl,23.33529167,93.11214167,Debris,Slide,2 July 2024,2024.0,1
MIZ/KOL/2024/778,Mizoram,Kolasib,23.41421944,93.10569167,Debris,Slide,13 August 2024,2024.0,1
MIZ/KOL/2024/780,Mizoram,Kolasib,23.50882222,93.09170278,Earth,Slide,2 July 2024,2024.0,1
MIZ/KOL/2024/781,Mizoram,Kolasib,23.54130278,93.10256944,Earth,Slide,12 September 2024,2024.0,1
MIZ/KOL/2024/782,Mizoram,Kolasib,23.54600556,93.09247222,Earth,Slide,12 September 2024,2024.0,1
MIZ/KOL/2024/783,Mizoram,Kolasib,23.54286944,93.08539722,Earth,Slide,12 September 2024,2024.0,1
MIZ/KOL/2024/784,Mizoram,Kolasib,23.56332778,93.10553333,Earth,Slide,22 October 2024,2024.0,1
MIZ/KOL/2024/785,Mizoram,Kolasib,23.56785,93.10472222,Debris,Slide,12 September 2024,2024.0,1
MIZ/KOL/2024/786,Mizoram,Kolasib,23.56413333,93.11378889,Earth,Slide,12 September 2024,2024.0,1
MIZ/KOL/2024/787,Mizoram,Kolasib,23.56233889,93.11890833,Debris,Slide,12 September 2024,2024.0,1
MIZ/KOL/2024/789,Mizoram,Kolasib,23.56238611,93.12376667,Earth,Slide,12 September 2024,2024.0,1
MIZ/KOL/2024/790,Mizoram,Kolasib,23.56404167,93.10752222,Earth,Slide,12 September 2024,2024.0,1
MIZ/KOL/2024/791,Mizoram,Kolasib,23.56145278,93.10908889,Debris,Slide,12 September 2024,2024.0,1
MIZ/KOL/2024/792,Mizoram,Kolasib,23.55881111,93.10900556,Earth,Slide,12 September 2024,2024.0,1
MIZ/KOL/2024/794,Mizoram,Kolasib,23.5356,93.10656944,Debris,Slide,13 September 2024,2024.0,1
MIZ/AZL/2024/795,Mizoram,Aizawl,23.34297778,93.057775,Debris,Slide,13 September 2024,2024.0,1
MIZ/AZL/2024/796,Mizoram,Aizawl,23.35406111,93.04156111,Debris,Slide,28 September 2024,2024.0,1
MIZ/AZL/2024/797,Mizoram,Aizawl,23.35958611,93.04477222,Debris,Slide,28 September 2024,2024.0,1
MIZ/KOL/2024/798,Mizoram,Kolasib,23.36556111,93.05125278,Rock,Fall,9 July 2024,2024.0,1
MIZ/KOL/2024/799,Mizoram,Kolasib,23.36966389,93.04609444,Debris,Slide,9 July 2024,2024.0,1
MIZ/KOL/2024/801,Mizoram,Kolasib,23.03821667,93.12529444,Rock,Slide,17 September 2024,2024.0,1
MIZ/KOL/2024/802,Mizoram,Kolasib,23.54294167,93.23821667,Debris,Slide,24 September 2024,2024.0,1
MIZ/KOL/2024/804,Mizoram,Kolasib,24.55205833,93.25569167,Rock,Fall,9 July 2024,2024.0,1
MIZ/KOL/2024/805,Mizoram,Kolasib,24.56016389,93.24426944,Debris,Slide,"Aug- Sept,2024",2024.0,1
MIZ/KOL/2024/809,Mizoram,Kolasib,24.599425,93.30004722,Debris,Slide,24 August 2024,2024.0,1
MIZ/KOL/2024/810,Mizoram,Kolasib,24.60921944,93.30050278,Debris,Slide,24 September 2024,2024.0,1
MIZ/KOL/2024/812,Mizoram,Kolasib,24.64528611,93.28593611,Debris,Slide,24 September 2024,2024.0,1
MIZ/KOL/2024/813,Mizoram,Kolasib,24.02205833,93.29369167,Debris,Slide,24 September 2024,2024.0,1
MIZ/KOL/2024/814,Mizoram,Kolasib,23.01689167,93.283175,Debris,Slide,24 September 2024,2024.0,1
MIZ/KOL/2024/815,Mizoram,Kolasib,24.02782222,93.28944444,Debris,Slide,2 July 2024,2024.0,1
MIZ/KOL/2024/816,Mizoram,Kolasib,24.04014167,93.2915,Debris,Slide,2 July 2024,2024.0,1
MIZ/KOL/2024/817,Mizoram,Kolasib,24.03980278,93.29373889,Debris,Slide,2 July 2024,2024.0,1
MIZ/KOL/2024/818,Mizoram,Kolasib,24.05823611,93.28901944,Debris,Slide,2 July 2024,2024.0,1
MIZ/KOL/2024/819,Mizoram,Kolasib,24.09210556,93.29866667,Rock,Slide,24 September 2024,2024.0,1
MIZ/KOL/2024/820,Mizoram,Kolasib,24.12428889,93.318525,Earth,Slide,2 July 2024,2024.0,1
MIZ/KOL/2024/825,Mizoram,Kolasib,24.297775,93.34159722,Debris,Slide,24 September 2024,2024.0,1
MIZ/KOL/2024/827,Mizoram,Kolasib,24.35137778,93.34095556,Debris,Slide,24 September 2024,2024.0,1
MIZ/KOL/2024/829,Mizoram,Kolasib,23.6385278,93.13694722,Debris,Slide,18 August2024,2024.0,1
MIZ/KOL/2024/830,Mizoram,Kolasib,23.631219,93.118033,Debris,Slide,15 August 2024,2024.0,1
MIZ/KOL/2024/834,Mizoram,Kolasib,23.62418333,93.14208611,Debris,Slide,15 August 2024,2024.0,1
MIZ/KOL/2024/835,Mizoram,Kolasib,23.60360833,93.14173056,Debris,Slide,18 August2024,2024.0,1
MIZ/KOL/2024/836,Mizoram,Kolasib,23.56672222,93.13764444,Debris,Slide,9 July 2024,2024.0,1
MIZ/KOL/2024/837,Mizoram,Kolasib,24.04014167,93.2915,Debris,Slide,2 July 2024,2024.0,1
MIZ/KOL/2024/838,Mizoram,Kolasib,24.56771111,93.14291667,Debris,Complex,9 July 2024,2024.0,1
MIZ/KOL/2024/839,Mizoram,Kolasib,24.57467222,93.14389722,Debris,Slide,9 July 2024,2024.0,1
MIZ/KOL/2024/840,Mizoram,Kolasib,24.57470833,93.13897222,Debris,Complex,9 July 2024,2024.0,1
MIZ/KOL/2024/841,Mizoram,Kolasib,24.57151389,93.141725,Debris,Complex,2 July 2024,2024.0,1
MIZ/KOL/2024/842,Mizoram,Kolasib,24.56917222,93.14073611,Debris,Slide,2 July 2024,2024.0,1
MIZ/KOL/2024/843,Mizoram,Kolasib,24.5606,93.13071389,Debris,Slide,7 July 2024,2024.0,1
MIZ/KOL/2024/844,Mizoram,Kolasib,24.55987778,93.12541667,Debris,Slide,7 July 2024,2024.0,1
MIZ/KOL/2024/845,Mizoram,Kolasib,24.08927222,93.12408611,Debris,Slide,28 September 2024,2024.0,1
MIZ/KOL/2024/846,Mizoram,Kolasib,24.10641389,93.12339944,Debris,Slide,28 September 2024,2024.0,1
MIZ/KOL/2024/847,Mizoram,Kolasib,24.10710778,93.11535444,Debris,Slide,7 July 2024,2024.0,1
MIZ/KOL/2024/848,Mizoram,Kolasib,24.10015917,93.10461389,Rock,Slide,24 September 2024,2024.0,1
MIZ/KOL/2024/849,Mizoram,Kolasib,24.11104722,93.10374167,Earth,Slide,24 September 2024,2024.0,1
MIZ/KOL/2024/850,Mizoram,Kolasib,24.10506389,93.09593611,Earth,Slide,24 September 2024,2024.0,1
MIZ/KOL/2024/851,Mizoram,Kolasib,24.10743611,93.09532222,Debris,Slide,24 September 2024,2024.0,1
MIZ/KOL/2024/852,Mizoram,Kolasib,24.10687222,93.08849722,Earth,Slide,24 September 2024,2024.0,1
MIZ/AZL/2024/853,Mizoram,Aizawl,23.24231111,93.17726667,Debris,Slide,17 July 2024,2024.0,1
MIZ/AZL/2024/854,Mizoram,Aizawl,23.24500833,93.17587222,Debris,Slide,24 September 2024,2024.0,1
MIZ/AZL/2024/855,Mizoram,Aizawl,23.24454722,93.17027222,Debris,Slide,19 July 2024,2024.0,1
MIZ/AZL/2024/856,Mizoram,Aizawl,23.20960722,93.13104722,Debris,Slide,2 July 2024,2024.0,1
MIZ/AZL/2024/857,Mizoram,Aizawl,23.21068583,93.1212325,Debris,Slide,2 July 2024,2024.0,1
MIZ/KOL/2024/858,Mizoram,Kolasib,23.49216111,93.23695,Rock,Slide,17 July 2024,2024.0,1
MIZ/KOL/2024/859,Mizoram,Kolasib,23.504575,93.23805,Debris,Complex,17 July 2024,2024.0,1
MIZ/KOL/2024/860,Mizoram,Kolasib,24.15364444,93.02183611,Debris,Slide,7 June 2024,2024.0,1
MIZ/KOL/2024/861,Mizoram,Kolasib,24.15817222,93.02488611,Earth,Slide,28 September 2024,2024.0,1
MIZ/KOL/2024/862,Mizoram,Kolasib,24.23419444,93.02469167,Earth,Slide,28 September 2024,2024.0,1
MIZ/KOL/2024/863,Mizoram,Kolasib,24.32836667,93.00923056,Earth,Slide,28 September 2024,2024.0,1
MIZ/KOL/2024/865,Mizoram,Kolasib,24.40520278,93.06672222,Debris,Slide,9 July 2024,2024.0,1
MIZ/KOL/2024/866,Mizoram,Kolasib,24.4259,93.13580556,Earth,Slide,28 May 2024,2024.0,1
MIZ/KOL/2024/867,Mizoram,Kolasib,24.44347778,93.15817778,Debris,Complex,7 July 2024,2024.0,1
MIZ/KOL/2024/869,Mizoram,Kolasib,24.44857778,93.15738611,Debris,Complex,7 July 2024,2024.0,1
MIZ/KOL/2024/873,Mizoram,Kolasib,24.65409167,93.204625,Debris,Slide,17 July 2024,2024.0,1
MIZ/KOL/2024/874,Mizoram,Kolasib,24.65018056,93.20256667,Debris,Slide,17 July 2024,2024.0,1
MIZ/KOL/2024/875,Mizoram,Kolasib,24.6273,93.20404444,Earth,Slide,17 July 2024,2024.0,1
MIZ/KOL/2024/876,Mizoram,Kolasib,24.62604722,93.22583889,Debris,Complex,12 June 2024,2024.0,1
MIZ/KOL/2024/877,Mizoram,Kolasib,24.58605,93.21056389,Debris,Slide,24 September 2024,2024.0,1
MIZ/KOL/2024/878,Mizoram,Kolasib,24.577475,93.19105,Debris,Slide,22 October 2024,2024.0,1
MIZ/KOL/2024/879,Mizoram,Kolasib,24.56062778,93.18938889,Earth,Slide,7 July 2024,2024.0,1
MIZ/KOL/2024/880,Mizoram,Kolasib,24.5716,93.17273056,Debris,Slide,12 June 2024,2024.0,1
MIZ/KOL/2024/881,Mizoram,Kolasib,24.56925833,93.177275,Debris,Slide,28 May 2024,2024.0,1
MIZ/KOL/2024/882,Mizoram,Kolasib,24.57296389,93.17700556,Debris,Slide,7 July 2024,2024.0,1
MIZ/KOL/2024/883,Mizoram,Kolasib,24.5768,93.106075,Debris,Slide,12 June 2024,2024.0,1
MIZ/KOL/2024/884,Mizoram,Kolasib,24.526075,93.05379167,Debris,Slide,28 May 2024,2024.0,1
MIZ/KOL/2024/885,Mizoram,Kolasib,24.458325,93.09439167,Debris,Slide,24 September 2024,2024.0,1
MZ/AZL/84A10/2024/120,Mizoram,Aizawl,23.57722222,92.71222222,Earth,Complex,28 May 2024,2024.0,1
MIZ/AZL/84A15/2025/017,Mizoram,Aizawl,23.367366,92.767304,Rock,Slide,01 June 2025,2025.0,1
MIZ/AZL/84A15/2025/018,Mizoram,Aizawl,23.353485,92.780193,Debris,Slide,31 May 2025,2025.0,1
MIZ/AZL/84A15/2025/019,Mizoram,Aizawl,23.350187,92.778852,Debris,Slide,30 May 2025,2025.0,1
MIZ/AZL/84A15/2025/020,Mizoram,Aizawl,23.341022,92.776761,Debris,Slide,30 May 2025,2025.0,1
MIZ/AZL/84A15/2025/021,Mizoram,Aizawl,23.339144,92.786128,Debris,Slide,30 May 2025,2025.0,1
MIZ/AZL/84A15/2025/023,Mizoram,Aizawl,23.313871,92.792739,Debris,Slide,01 June 2025,2025.0,1
MIZ/SER/84A15/2025/024,Mizoram,Serchhip,23.315355,92.790619,Debris,Slide,31 May 2025,2025.0,1
MIZ/SER/84A12/2025/026,Mizoram,Serchhip,23.239637,92.748175,Debris,Slide,30 May 2025,2025.0,1
MIZ/LUNG/84A12/2025/033,Mizoram,Lunglei,23.203253,92.735838,Earth,Slide,31 May 2025,2025.0,1
MIZ/LUNG/84A12/2025/034,Mizoram,Lunglei,23.200475,92.735007,Debris,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/035,Mizoram,Lunglei,23.195661,92.73562,Rock,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/036,Mizoram,Lunglei,23.194007,92.734654,Rock,Slide,30 May 2025,2025.0,1
MIZ/LUNG/84A12/2025/037,Mizoram,Lunglei,23.193468,92.734849,Debris,Slide,30 May 2025,2025.0,1
MIZ/LUNG/84A12/2025/043,Mizoram,Lunglei,23.150939,92.748258,Debris,Slide,31 May 2025,2025.0,1
MIZ/LUNG/84A12/2025/045,Mizoram,Lunglei,23.1351,92.748694,Debris,Slide,31 May 2025,2025.0,1
MIZ/LUNG/84A12/2025/046,Mizoram,Lunglei,23.134009,92.746247,Earth,Slide,31 May 2025,2025.0,1
MIZ/LUNG/84A12/2025/047,Mizoram,Lunglei,23.132082,92.746268,Debris,Slide,31 May 2025,2025.0,1
MIZ/LUNG/84A16/2025/051,Mizoram,Lunglei,23.015005,92.765065,Rock,Slide,30 May 2025,2025.0,1
MIZ/LUNG/84A16/2025/052,Mizoram,Lunglei,23.022804,92.755698,Debris,Slide,31 May 2025,2025.0,1
MIZ/LUNG/84B09/2025/053,Mizoram,Lunglei,22.973735,92.725975,Debris,Slide,30 May 2025,2025.0,1
MIZ/LAW/84B14/2025/054,Mizoram,Lawngtlai,22.529731,92.896699,Debris,Slide,"Sept 1992, 22 May 1995, 30.05.2025",2025.0,1
MIZ/LUNG/84A12/2025/171,Mizoram,Lunglei,23.2388,92.636923,Earth,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/172,Mizoram,Lunglei,23.234538,92.637234,Debris,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/173,Mizoram,Lunglei,23.206413,92.632701,Debris,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/174,Mizoram,Lunglei,23.197283,92.632661,Earth,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/185,Mizoram,Lunglei,23.200655,92.5813,Debris,Flow,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/186,Mizoram,Lunglei,23.201843,92.579666,Debris,Flow,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/187,Mizoram,Lunglei,23.202247,92.57903,Debris,Flow,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/188,Mizoram,Lunglei,23.203107,92.577972,Debris,Flow,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/189,Mizoram,Lunglei,23.203903,92.576807,Debris,Flow,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/190,Mizoram,Lunglei,23.204282,92.576174,Debris,Flow,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/191,Mizoram,Lunglei,23.204481,92.575792,Earth,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/192,Mizoram,Lunglei,23.205193,92.574684,Debris,Flow,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/193,Mizoram,Lunglei,23.214589,92.572672,Debris,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/194,Mizoram,Lunglei,23.212919,92.558022,Debris,Flow,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/195,Mizoram,Lunglei,23.207082,92.509726,Debris,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/196,Mizoram,Lunglei,23.195616,92.546251,Debris,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/197,Mizoram,Lunglei,23.19796,92.543304,Debris,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/198,Mizoram,Lunglei,23.190022,92.554302,Debris,Flow,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/199,Mizoram,Lunglei,23.21035,92.539589,Debris,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/200,Mizoram,Lunglei,23.208921,92.541174,Earth,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/201,Mizoram,Lunglei,23.208823,92.53749,Debris,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/202,Mizoram,Lunglei,23.206239,92.491221,Debris,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/203,Mizoram,Lunglei,23.20549,92.543278,Earth,Slide,01 June 2025,2025.0,1
MIZ/LUNG/84A12/2025/204,Mizoram,Lunglei,23.219631,92.563324,Debris,Slide,01 June 2025,2025.0,1
MZ/KOL/83D11/2019/0001,Mizoram,Kolasib,24.27899722,92.642375,Soil,Flow,2008,2008.0,1
MZ/AZL/84A/10/2023/01,Mizoram,Aizawl,23.74150833,92.70785833,Rock,Slide,04 June 2023,2023.0,1
MZ-32/2011,Mizoram,Aizawl,23.60722222,92.72505556,,,June 2011,2011.0,1
MZ-33/2011,Mizoram,Aizawl,23.60722222,92.72505556,,,June 2011,2011.0,1
MZ/AZL/84A10/2016/01,Mizoram,Aizawl,23.60830556,92.85058333,Earth,Slide,17 September 2016,2016.0,1
MIZ/LUN/84A12/2025/005,Mizoram,Lunglei,23.2034,92.7379,Rock,Falls,July 2025,2025.0,1
MIZ/LUN/84A12/2025/006,Mizoram,Lunglei,23.2029,92.7371,Earth,Slide,June 2025,2025.0,1
MIZ/LUN/84A12/2025/007,Mizoram,Lunglei,23.2029,92.7369,Rock,Slide,July 2025,2025.0,1
MIZ/LUN/84A12/2025/008,Mizoram,Lunglei,23.2028,92.7368,Debris,Slide,July 2025,2025.0,1
MIZ/AZL/84A11/2025/020,Mizoram,Aizawl,23.4807,92.7025,Debris,Slide,13 September 2025,2025.0,1
MIZ/AZL/84A11/2025/021,Mizoram,Aizawl,23.4855,92.7033,Debris,Slide,02 July 2024,2024.0,1
MIZ/LUN/84A12/2025/036,Mizoram,Lunglei,23.206029,92.740123,Debris,Silde,July 2025,2025.0,1
MIZ/LUN/84A12/2025/037,Mizoram,Lunglei,23.204595,92.73861,Debris,Slide,3 June 2025,2025.0,1
MIZ/LUN/84A12/2025/038,Mizoram,Lunglei,23.202738,92.736174,Debris,Slide,July 2025,2025.0,1
MIZ/LUN/84A12/2025/039,Mizoram,Lunglei,23.202224,92.736123,Debris,Slide,July 2025,2025.0,1
MIZ/LUN/84A12/2025/040,Mizoram,Lunglei,23.202096,92.73698,Debris,Slide,June 2025,2025.0,1
MIZ/LUN/84A12/2025/041,Mizoram,Lunglei,23.201584,92.736877,Debris,Slide,July 2024,2024.0,1
MIZ/LUN/84A12/2025/042,Mizoram,Lunglei,23.201447,92.736703,Debris,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/052,Mizoram,Lunglei,23.197825,92.73502,Debris,Slide,15 June 2025,2025.0,1
MIZ/LUN/84A12/2025/053,Mizoram,Lunglei,23.197177,92.735661,Debris,Slide,May 2024,2024.0,1
MIZ/LUN/84A12/2025/054,Mizoram,Lunglei,23.196642,92.735456,Debris,Slide,July 2025,2025.0,1
MIZ/LUN/84A12/2025/055,Mizoram,Lunglei,23.193237,92.734819,Debris,Slide,02 June 2025,2025.0,1
MIZ/LUN/84A12/2025/056,Mizoram,Lunglei,23.191775,92.734778,Debris,Slide,06 June 2025,2025.0,1
MIZ/LUN/84A12/2025/057,Mizoram,Lunglei,23.191747,92.73459,Debris,Slide,02 June 2025,2025.0,1
MIZ/LUN/84A12/2025/061,Mizoram,Lunglei,23.189242,92.734475,Debris,Slide and Flow,July 2025,2025.0,1
MIZ/LUN/84A12/2025/064,Mizoram,Lunglei,23.188245,92.734327,Rock,Slide,02 June 2025,2025.0,1
MIZ/LUN/84A12/2025/065,Mizoram,Lunglei,23.187661,92.735055,Rock,Slide,May 2025,2025.0,1
MIZ/LUN/84A12/2025/066,Mizoram,Lunglei,23.18675,92.735178,Debris,Slide,02 June 2025,2025.0,1
MIZ/LUN/84A12/2025/067,Mizoram,Lunglei,23.186501,92.735632,Rock,Slide,13 September 2025,2025.0,1
MIZ/LUN/84A12/2025/068,Mizoram,Lunglei,23.186296,92.7356,Debris,Slide,13 September 2025,2025.0,1
MIZ/LUN/84A12/2025/069,Mizoram,Lunglei,23.186133,92.735682,Debris,Slide,13 September 2025,2025.0,1
MIZ/LUN/84A12/2025/071,Mizoram,Lunglei,23.185555,92.736061,Debris,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/072,Mizoram,Lunglei,23.185396,92.736019,Debris,Slide,June 2025,2025.0,1
MIZ/LUN/84A12/2025/084,Mizoram,Lunglei,23.174341,92.740855,Debris,Slide,13 September 2025,2025.0,1
MIZ/LUN/84A12/2025/087,Mizoram,Lunglei,23.170376,92.739585,Debris,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/088,Mizoram,Lunglei,23.170205,92.73929,Debris,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/090,Mizoram,Lunglei,23.16864,92.740342,Debris,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/091,Mizoram,Lunglei,23.168362,92.74061,Debris,Slide,September 2025,2025.0,1
MIZ/LUN/84A12/2025/092,Mizoram,Lunglei,23.165872,92.741435,Debris,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/094,Mizoram,Lunglei,23.164443,92.742682,Debris,Slide,June 2025,2025.0,1
MIZ/LUN/84A12/2025/095,Mizoram,Lunglei,23.164169,92.74339,Earth,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/096,Mizoram,Lunglei,23.163136,92.7444,Debris,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/097,Mizoram,Lunglei,23.162899,92.744032,Earth,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/098,Mizoram,Lunglei,23.160443,92.743261,Earth,Slide,June 2025,2025.0,1
MIZ/LUN/84A12/2025/099,Mizoram,Lunglei,23.160357,92.743677,Earth,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/100,Mizoram,Lunglei,23.160261,92.74337,Debris,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/101,Mizoram,Lunglei,23.157803,92.743652,Earth,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/102,Mizoram,Lunglei,23.157418,92.744221,Earth,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/104,Mizoram,Lunglei,23.155456,92.744778,Debris,Slide,August 2025,2025.0,1
MIZ/LUN/84A12/2025/105,Mizoram,Lunglei,23.152289,92.746243,Debris,Slide,30 May 2025,2025.0,1
MIZ/LUN/84A12/2025/106,Mizoram,Lunglei,23.151833,92.746339,Earth,Slide,June 2025,2025.0,1
MIZ/LUN/84A12/2025/107,Mizoram,Lunglei,23.151191,92.747211,Rock,Slide,June 2024,2024.0,1
MIZ/LUN/84A12/2025/110,Mizoram,Lunglei,23.14968,92.749277,Debris,Slide,July 2024,2024.0,1
MIZ/LUN/84A12/2025/111,Mizoram,Lunglei,23.149588,92.749562,Debris,Slide,August 2025,2025.0,1
MIZ/LUN/84A16/2025/112,Mizoram,Lunglei,23.149163,92.750431,Debris,Slide,June 2025,2025.0,1
MIZ/LUN/84A16/2025/113,Mizoram,Lunglei,23.149094,92.750808,Debris,Slide,June 2025,2025.0,1
MIZ/LUN/84A12/2025/114,Mizoram,Lunglei,23.147798,92.749742,Debris,Slide,13 September 2025,2025.0,1
MIZ/LUN/84A16/2025/115,Mizoram,Lunglei,23.144687,92.750609,Debris,Slide,06 June 2025,2025.0,1
MIZ/LUN/84A12/2025/116,Mizoram,Lunglei,23.143591,92.749751,Rock,Slide,September 2025,2025.0,1
MIZ/LUN/84A16/2025/118,Mizoram,Lunglei,23.141589,92.751435,Debris,Slide,July 2024,2024.0,1
MIZ/LUN/84A12/2025/124,Mizoram,Lunglei,23.137565,92.747197,Debris,Slide and flow,June 2025,2025.0,1
MIZ/LUN/84A12/2025/125,Mizoram,Lunglei,23.136964,92.74724,Earth,Slide,13 Septemebr 2025,2025.0,1
MIZ/LUN/84A12/2025/126,Mizoram,Lunglei,23.135979,92.747589,Debris,Slide and Flow,June 2025,2025.0,1
MIZ/LUN/84A12/2025/127,Mizoram,Lunglei,23.135813,92.74814,Debris,Slide,July 2025,2025.0,1
MIZ/LUN/84A12/2025/128,Mizoram,Lunglei,23.134961,92.747843,Debris,Slide and Flow,30 May 2025,2025.0,1
MIZ/LUN/84A12/2025/131,Mizoram,Lunglei,23.132035,92.745362,Debris,Slide,June 2025,2025.0,1
MIZ/LUN/84A12/2025/132,Mizoram,Lunglei,23.131844,92.744715,Earth,Slide and flow,August 2025,2025.0,1
MIZ/LUN/84A12/2025/133,Mizoram,Lunglei,23.131999,92.744413,Earth,Slide,13 September 2025,2025.0,1
MIZ/LUN/84A12/2025/134,Mizoram,Lunglei,23.130578,92.743046,Earth,Slide,June 2025,2025.0,1
MIZ/LUN/84A12/2025/136,Mizoram,Lunglei,23.127505,92.740257,Debris,Slide,June 2025,2025.0,1
MIZ/LUN/84A12/2025/137,Mizoram,Lunglei,23.125686,92.740507,Rock,Slide,July 2025,2025.0,1
MIZ/LUN/84A12/2025/138,Mizoram,Lunglei,23.125271,92.740646,Earth,Slide,June 2025,2025.0,1
MIZ/LUN/84A12/2025/140,Mizoram,Lunglei,23.123517,92.739803,Debris,Slide and Flow,June 2025,2025.0,1
MIZ/LUN/84A12/2025/141,Mizoram,Lunglei,23.121323,92.741086,Debris,Slide,September 2025,2025.0,1
MIZ/LUN/84A12/2025/142,Mizoram,Lunglei,23.119722,92.742868,Debris,Slide,July 2025,2025.0,1
MIZ/LUN/84A12/2025/143,Mizoram,Lunglei,23.119344,92.742996,Debris,Slide,June 2025,2025.0,1
MIZ/LUN/84A12/2025/144,Mizoram,Lunglei,23.119163,92.743039,Debris,Slide and Flow,July 2025,2025.0,1
MIZ/LUN/84A12/2025/151,Mizoram,Lunglei,23.11349,92.745057,Earth,Slide,July 2024,2024.0,1
MIZ/LUN/84A12/2025/152,Mizoram,Lunglei,23.113126,92.74564,Earth,Slide,02 June 2025,2025.0,1
MIZ/LUN/84A12/2025/153,Mizoram,Lunglei,23.112284,92.746288,Debris,Slide,July 2023,2023.0,1
MIZ/LUN/84A12/2025/154,Mizoram,Lunglei,23.108018,92.746279,Earth,Slide,30 May 2025,2025.0,1
MIZ/LUN/84A16/2025/161,Mizoram,Lunglei,23.100785,92.751508,Earth,Slide,30 May 2025,2025.0,1
MIZ/LUN/84A16/2025/162,Mizoram,Lunglei,23.099615,92.752199,Earth,Slide,06 June 2025,2025.0,1
MIZ/LUN/84A16/2025/163,Mizoram,Lunglei,23.098261,92.751461,Earth,Slide,June 2025,2025.0,1
MIZ/LUN/84A16/2025/165,Mizoram,Lunglei,23.092076,92.752286,Earth,Slide,13 September 2025,2025.0,1
MIZ/LUN/84A16/2025/166,Mizoram,Lunglei,23.091619,92.752299,Earth,Slide,July 2025,2025.0,1
MIZ/LUN/84A16/2025/167,Mizoram,Lunglei,23.089822,92.751916,Debris,Slide,September 2025,2025.0,1
MIZ/LUN/84A16/2025/172,Mizoram,Lunglei,23.08373,92.757679,Earth,Slide,September 2025,2025.0,1
MIZ/LUN/84A16/2025/175,Mizoram,Lunglei,23.074255,92.76222,Debris,Slide,01 June 2025,2025.0,1
MIZ/LUN/84A16/2025/176,Mizoram,Lunglei,23.07006,92.764514,Debris,Slide,Septemebr 2025,2025.0,1
MIZ/LUN/84A16/2025/177,Mizoram,Lunglei,23.069585,92.765797,Debris,Slide,31 May 2025,2025.0,1
MIZ/LUN/84A16/2025/178,Mizoram,Lunglei,23.067473,92.767201,Earth,Slide,30 May 2025,2025.0,1
MIZ/LUN/84A16/2025/179,Mizoram,Lunglei,23.065772,92.767979,Debris,Slide,July 2024,2024.0,1
MIZ/LUN/84A16/2025/180,Mizoram,Lunglei,23.06533,92.768329,Debris,Slide,13 Septemebr 2025,2025.0,1
MIZ/LUN/84A16/2025/181,Mizoram,Lunglei,23.063838,92.769004,Debris,Slide,15 June 2025,2025.0,1
